"paper","protocol","shape","payload_label","payload_bytes","load_profile","request_count","total_requests","vus","run_duration_seconds","runs","mean_avg_latency_ms","std_avg_latency_ms","mean_median_latency_ms","std_median_latency_ms","mean_p95_ms","std_p95_ms","mean_throughput_rps","std_throughput_rps","mean_error_rate","std_error_rate","mean_cpu_order_pct","peak_cpu_order_pct","mean_cpu_product_pct","peak_cpu_product_pct","mean_ram_order_mb","peak_ram_order_mb","mean_ram_product_mb","peak_ram_product_mb"
"hamo","grpc","flat","hamo-large","3145728","vu100",,"2000","100","","3","3932.468677","392.607738","3782.459783","125.533791","5426.960797","1733.547789","25.41384","2.415021","0","0","74.522588","235.803333","46.477804","143.036667","3165.281614","3401.728","2888.255539","2911.232"
"hamo","grpc","flat","hamo-large","3145728","vu10",,"2000","10","","3","367.338594","5.698374","361.408983","2.407756","460.77384","9.631894","27.178239","0.419616","0","0","75.407072","114.42","48.1655","55.896667","3157.888","3232.768","2920.24832","2921.472"
"hamo","grpc","flat","hamo-large","3145728","vu1",,"2000","1","","3","47.936595","1.468239","45.863683","0.770641","64.370922","4.937767","20.737966","0.630547","0","0","54.19144","72.226667","20.46598","31.026667","3023.282602","3207.509333","2930.632873","2963.114667"
"hamo","grpc","flat","hamo-large","3145728","vu50",,"2000","50","","3","1932.951093","125.565937","1903.25785","109.317192","2387.198043","256.145991","25.844215","1.648342","0","0","86.414164","198.593333","57.237999","112.823333","3230.794549","3387.392","2850.757236","2864.469333"
"hamo","grpc","flat","hamo-medium","153600","vu100",,"20000","100","","3","219.709274","2.533044","221.980517","0.256233","299.896298","7.398806","454.054674","5.207614","0","0","154.264222","182.75","106.286","129.056667","2147.692089","2148.693333","3055.024356","3055.616"
"hamo","grpc","flat","hamo-medium","153600","vu10",,"20000","10","","3","22.795556","0.071352","20.837267","0.184853","39.239092","0.499892","433.983127","1.394457","0","0","147.816667","195.226667","104.758","123.19","2143.300267","2144.256","3052.612266","3053.226666"
"hamo","grpc","flat","hamo-medium","153600","vu1",,"20000","1","","3","4.674498","0.019168","4.326383","0.004075","7.06861","0.00479","206.166662","0.813852","0","0","35.813853","38.01","27.725677","31.293333","2137.52425","2138.112","3055.380535","3058.346666"
"hamo","grpc","flat","hamo-medium","153600","vu400",,"20000","400","","3","863.83901","27.234208","892.164367","8.439254","1167.627323","62.961594","460.916559","14.283146","0.014633","0.002627","153.342571","184.61","104.447651","137.873333","2158.271797","2164.394667","3058.674997","3060.394667"
"hamo","grpc","flat","hamo-medium","153600","vu50",,"20000","50","","3","113.577181","5.138129","111.490117","1.182264","155.577367","8.224702","439.60895","19.380376","0","0","154.408365","179.466667","109.988095","123.616667","2145.071949","2146.645333","3054.185651","3054.933333"
"hamo","grpc","flat","hamo-small","14","vu100",,"50000","100","","3","46.247605","0.783847","43.272667","0.582986","79.401248","1.776047","2152.314883","36.463803","0","0","161.914167","197.77","163.877083","200.173333","2133.76","2134.016","3060.778667","3061.418667"
"hamo","grpc","flat","hamo-small","14","vu10",,"50000","10","","3","5.955314","0.037045","5.419517","0.033319","10.336722","0.05167","1634.983811","10.18526","0","0","152.464727","182.37","143.994909","173.556667","2127.605139","2128.896","3050.955249","3051.52"
"hamo","grpc","flat","hamo-small","14","vu1",,"50000","1","","3","2.457663","0.080447","2.172683","0.023333","3.716222","0.098881","389.282905","12.057456","0","0","31.772875","47.003333","30.544049","38.75","2110.559256","2126.848","3052.75562","3058.005334"
"hamo","grpc","flat","hamo-small","14","vu400",,"50000","400","","3","184.169631","9.194852","177.393067","8.986357","293.611737","17.419115","2157.291482","104.548153","0.00482","0.000727","181.111667","247.863333","179.564583","249.363333","2138.624","2139.136","3068.8","3069.269334"
"hamo","grpc","flat","hamo-small","14","vu50",,"50000","50","","3","24.335014","0.573492","22.650133","0.369205","41.658555","2.051122","2040.17636","47.26668","0","0","155.164213","191.736667","160.571157","191.02","2130.944","2131.285334","3054.866963","3055.274667"
"hamo","rest","flat","hamo-large","3145728","vu100",,"2000","100","","3","4389.088063","809.9391","3922.270633","110.390609","8628.236777","6468.432476","23.134695","3.946887","0","0","113.968171","312.14","73.765109","142.38","2615.597074","3066.538666","3077.702601","3094.186666"
"hamo","rest","flat","hamo-large","3145728","vu10",,"2000","10","","3","389.938249","9.609367","377.2901","3.289494","488.491903","13.15686","25.61","0.630203","0","0","116.136256","145.623333","72.221738","89.613333","1920.523553","1977.344","3165.934933","3166.549334"
"hamo","rest","flat","hamo-large","3145728","vu1",,"2000","1","","3","66.59662","2.874279","62.529267","2.03281","95.821698","8.050171","14.955143","0.629993","0","0","76.493252","102.68","27.273554","39.016667","1621.895895","1753.770667","3165.032143","3165.866667"
"hamo","rest","flat","hamo-large","3145728","vu50",,"2000","50","","3","1945.44943","61.474633","1901.8538","28.434268","2474.727428","296.162954","25.612456","0.784929","0","0","112.253815","181.72","69.491995","118.29","2492.490043","2527.914666","3141.003422","3151.872"
"hamo","rest","flat","hamo-medium","153600","vu100",,"20000","100","","3","232.048243","13.514642","229.406567","6.392158","324.890878","36.319782","430.742186","24.431344","0","0","173.94497","204.36","132.736313","160.596667","2247.072914","2247.68","3163.341409","3164.16"
"hamo","rest","flat","hamo-medium","153600","vu10",,"20000","10","","3","24.134662","1.07599","21.896767","0.485883","41.495355","2.217828","410.784452","18.036317","0","0","160.894294","186.923333","133.300386","156.753333","2246.39498","2246.997334","3163.136","3163.136"
"hamo","rest","flat","hamo-medium","153600","vu1",,"20000","1","","3","4.859714","0.077031","4.410383","0.047651","7.349195","0.165829","198.61378","3.171293","0","0","36.948801","40.683333","32.522448","38.086667","2245.076688","2245.973333","3162.910548","3163.136"
"hamo","rest","flat","hamo-medium","153600","vu400",,"20000","400","","3","929.306333","57.448781","863.82905","66.205406","1280.83959","236.34296","429.156659","25.480564","0.013983","0.001305","174.122306","213.93","147.869194","173.556667","2247.881956","2248.704","3164.068978","3164.16"
"hamo","rest","flat","hamo-medium","153600","vu50",,"20000","50","","3","118.254228","2.173451","116.361033","0.512545","169.059248","10.509008","421.770062","7.595886","0","0","177.937042","198.653333","138.378292","159.743333","2247.04","2247.68","3163.224177","3164.16"
"hamo","rest","flat","hamo-small","14","vu100",,"50000","100","","3","58.692143","0.864075","45.899867","1.770166","147.112882","1.7854","1697.110824","24.748738","0","0","202.226","302.73","187.501333","242.723333","2239.7952","2240.853333","3152.008533","3152.554667"
"hamo","rest","flat","hamo-small","14","vu10",,"50000","10","","3","5.96643","0.365777","5.349233","0.29899","10.631795","0.527851","1637.454815","104.125866","0","0","149.215","172.443333","171.479576","198.926667","2241.982837","2242.901333","3145.020509","3146.752"
"hamo","rest","flat","hamo-small","14","vu1",,"50000","1","","3","2.362915","0.009663","2.152667","0.003109","3.489525","0.038319","403.423784","1.815888","0","0","27.404029","30.8","32.740498","46.526667","2237.987637","2238.464","3152.737821","3153.237333"
"hamo","rest","flat","hamo-small","14","vu400",,"50000","400","","3","207.351208","13.769604","160.230533","12.440242","473.222907","15.295498","1919.184848","133.216106","0.00514","0.001213","177.530463","209.09","222.259537","261.036667","2246.485333","2246.997334","3162.94637","3163.136"
"hamo","rest","flat","hamo-small","14","vu50",,"50000","50","","3","29.818677","2.143947","25.96655","1.372727","61.583497","6.036905","1671.496185","116.087856","0","0","211.542273","367.906667","200.824758","276.276667","2242.960291","2243.242667","3146.16863","3146.752"
